--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
#91 (Fisherman Juan) - DODUO Lv29
#92 (Fisherman Josh) - TURTWIG Lv27, LUXRAY Lv27
#93 (Fisherman Travis) - WOBBUFFET Lv24, MAGNEMITE Lv25, STANTLER Lv26, ILLUMISE Lv25
#94 ([PK][MN] Ranger Taylor) - POOCHYENA Lv28, TREECKO Lv30
#95 ([PK][MN] Ranger Jeffrey) - RALTS Lv31
#96 ([PK][MN] Ranger Allison) - MAGBY Lv29, SKIPLOOM Lv29
#97 ([PK][MN] Ranger Angelica) - GRUMPIG Lv5
#98 (Scientist Mickey) - GLAMEOW Lv5
#99 (Scientist Stefano) - PONYTA Lv30
#100 (Youngster Mickey) - MINUN Lv5
#101 (Youngster Mickey) - BASTIODON Lv5
#102 (Policeman Caleb) - LAIRON Lv23, MAREEP Lv27
#103 (Swimmer♂ Sheltin) - BIBAREL Lv32, PINSIR Lv32, CLOYSTER Lv32
#104 (Swimmer♂ Evan) - RHYPERIOR Lv32, COMBEE Lv34
#105 (Swimmer♀ Haley) - BUDEW Lv31, SURSKIT Lv35
#106 (Swimmer♀ Mary) - OMANYTE Lv33, RAIKOU Lv33
#107 (Tuber Jared) - WHISCASH Lv25, SHELLOS Lv25, CLAMPERL Lv26
#108 (Tuber Chelsea) - AGGRON Lv28
#109 (Battle Girl Angelica) - BUNEARY Lv5
#110 (Sailor Paul) - SPINDA Lv31, SNOVER Lv31, SHEDINJA Lv34
#111 (Fisherman Kenneth) - RELICANTH Lv25, MEGANIUM Lv25, ARIADOS Lv28
#112 (Sis and Bro Tara & Tim) - ZUBAT Lv5, SPINDA Lv5
#113 (Ruin Maniac Bryan) - RATTATA Lv24, ALAKAZAM Lv26
#114 (Ruin Maniac Ronald) - SABLEYE Lv27
#115 (Hiker Mickey) - PLUSLE Lv5
#116 (Veteran Mickey) - POOCHYENA Lv5
#117 (Camper Mickey) - FORRETRESS Lv5
#118 (Picnicker Angelica) - DRATINI Lv5
#119 (Psychic Mitchell) - HITMONTOP Lv26, GROWLITHE Lv26
#120 (Psychic Abigail) - ROSERADE Lv23, DRAPION Lv25, PACHIRISU Lv27
#121 (PI Carlos) - ELECTRODE Lv30
#122 (Guitarist Mickey) - FLYGON Lv5
#123 (PI Mickey) - SNOVER Lv5
#124 (Beauty Angelica) - MARSHTOMP Lv5
#125 (Beauty Angelica) - SALAMENCE Lv5
#126 (Black Belt Mickey) - GRUMPIG Lv5
#127 (Black Belt Gregory) - MAGIKARP Lv23, VULPIX Lv23, KABUTO Lv23
#128 (Black Belt Derek) - VENONAT Lv26
#129 (Black Belt Nathaniel) - LATIOS Lv21, LUVDISC Lv24, SHAYMIN Lv24
#130 (Jogger Scott) - MANTYKE Lv25
#131 (Bird Keeper Angelica) - SHIFTRY Lv5
#132 (Ace Trainer Blake) - MANECTRIC Lv39, BLAZIKEN Lv40
#133 (Ace Trainer Garrett) - SLUGMA Lv37, GROWLITHE Lv39, RATICATE Lv39
#134 (Ace Trainer Laura) - SALAMENCE Lv42
#135 (Ace Trainer Maria) - FLAREON Lv38, STANTLER Lv39, TURTWIG Lv38
#136 (Skier Bradley) - CLEFFA Lv36, SWALOT Lv36, DELIBIRD Lv36
#137 (Skier Edward) - ESPEON Lv39
#138 (Skier Kaitlyn) - DRIFLOON Lv36, CRANIDOS Lv38
#139 (Skier Andrea) - LUMINEON Lv39
#140 (Ace Trainer Dalton) - EXPLOUD Lv40, EXPLOUD Lv40
#141 (Ace Trainer Olivia) - UXIE Lv38, ARCEUS Lv39, BULBASAUR Lv38
#142 (Skier Shawn) - ABRA Lv35, QWILFISH Lv36, ABOMASNOW Lv37
#143 (Skier Bjorn) - DONPHAN Lv36, GOLBAT Lv38
#144 (Skier Lexie) - VULPIX Lv37, HOOTHOOT Lv37
#145 (Skier Madison) - COMBUSKEN Lv39
#146 (Ninja Boy Matthew) - LATIOS Lv39
#147 (Ninja Boy Ethan) - SCIZOR Lv37, MIME JR. Lv37
#148 (Black Belt Luke) - PIDGEOT Lv37, GOLBAT Lv37, KIRLIA Lv37
#149 (Swimmer♂ Mickey) - CLAMPERL Lv5
#150 (Swimmer♂ Mickey) - REGIGIGAS Lv5
#151 (Swimmer♀ Angelica) - MILTANK Lv5
#152 (Swimmer♀ Angelica) - FEEBAS Lv5
#153 (Fisherman Miguel) - SHIELDON Lv33, DUGTRIO Lv33
#154 (Fisherman Luc) - HORSEA Lv29, MUK Lv29, POLIWRATH Lv30, NOCTOWL Lv31, BELLSPROUT Lv31
#155 (Sis and Bro Tara & Tim) - TYROGUE Lv5, EXPLOUD Lv5
#156 (Swimmer♂ Mickey) - WEEZING Lv5
#157 (Swimmer♂ Mickey) - STEELIX Lv5
#158 (Swimmer♀ Angelica) - SKIPLOOM Lv5
#159 (Swimmer♂ Adrian) - HARIYAMA Lv32, STARYU Lv30, MAMOSWINE Lv34
#160 (Swimmer♂ Erik) - OCTILLERY Lv35
#161 (Swimmer♂ Vincent) - BARBOACH Lv33, TURTWIG Lv33
#162 (Swimmer♀ Jessica) - BLAZIKEN Lv30, SPIRITOMB Lv30, EKANS Lv31, MISDREAVUS Lv33
#163 (Swimmer♀ Erica) - LATIOS Lv35
#164 (Swimmer♀ Katelyn) - DUNSPARCE Lv32, HUNTAIL Lv32, MEWTWO Lv32
#165 (Sis and Bro Tara & Tim) - DITTO Lv5, MEDICHAM Lv5
#166 (Swimmer♂ Dillon) - CHIKORITA Lv33, WAILMER Lv33
#167 (Swimmer♀ Vanessa) - NIDORAN♂ Lv35
#168 (Fisherman Cory) - WALREIN Lv30, SURSKIT Lv32, SNEASEL Lv34
#169 (Ruin Maniac Mickey) - YANMEGA Lv5
#170 (Ace Trainer Jake) - CLEFAIRY Lv35, MAGIKARP Lv36
#171 (Ace Trainer Shannon) - ELECTIVIRE Lv34, ARIADOS Lv34, RALTS Lv35
#172 (Fisherman Brett) - SUNKERN Lv43, SUNKERN Lv42, LUNATONE Lv42
#173 (Fisherman Alec) - PHANPY Lv42, VENOMOTH Lv45
#174 (Fisherman George) - ARBOK Lv41, STARYU Lv41, SPEAROW Lv41, URSARING Lv42
#175 (Fisherman Cole) - MISDREAVUS Lv43, CARNIVINE Lv40, DRAGONAIR Lv43
#176 (Roughneck Mickey) - SANDSLASH Lv5
#177 (Roughneck Mickey) - CARNIVINE Lv5
#178 (Guitarist Mickey) - BLISSEY Lv5
#179 (Clown Mickey) - GIBLE Lv5
#180 (Sailor Luther) - RATTATA Lv41, PUPITAR Lv42, WEEDLE Lv43
#181 (Artist Mickey) - QWILFISH Lv5
#182 (Young Couple Tara & Tim) - MIGHTYENA Lv5, DUNSPARCE Lv5
#183 (Swimmer♂ Wesley) - BELDUM Lv43, CARVANHA Lv43
#184 (Swimmer♂ Ricardo) - HONCHKROW Lv45
#185 (Swimmer♂ Francisco) - SALAMENCE Lv41, BLISSEY Lv45
#186 (Swimmer♂ Colton) - IGGLYBUFF Lv40, INFERNAPE Lv44, METANG Lv44
#187 (Swimmer♂ Troy) - MAGCARGO Lv45
#188 (Swimmer♂ Oscar) - MAWILE Lv41, CROCONAW Lv42, LUGIA Lv43
#189 (Swimmer♀ Miranda) - SMEARGLE Lv45
#190 (Swimmer♀ Aubree) - SWINUB Lv43, ONIX Lv43
#191 (Swimmer♀ Paige) - REMORAID Lv41, POLITOED Lv42, KOFFING Lv43
#192 (Swimmer♀ Crystal) - FERALIGATR Lv42, ABOMASNOW Lv44
#193 (Swimmer♀ Cassandra) - CHINCHOU Lv44, CARVANHA Lv42
#194 (Swimmer♀ Gabrielle) - DIGLETT Lv45
#195 (Worker Colin) - LUMINEON Lv6, CARVANHA Lv8
#196 (Worker Mason) - SPHEAL Lv9
#197 (Worker Mickey) - BUNEARY Lv5
#198 (Scientist Mickey) - PIDGEY Lv5
#199 (Scientist Mickey) - UMBREON Lv5
#200 (Scientist Mickey) - BASTIODON Lv5
#201 (Bug Catcher Jack) - RAPIDASH Lv11, SEALEO Lv13, SHELGON Lv15
#202 (Bug Catcher Phillip) - AIPOM Lv11, LOMBRE Lv13, LAPRAS Lv15
#203 (Bug Catcher Donald) - MESPRIT Lv14, MACHAMP Lv14
#204 (Lass Briana) - ROTOM Lv16
#205 (Psychic Elijah) - CHANSEY Lv17
#206 (Psychic Lindsey) - SENTRET Lv17
#207 (Young Couple Tara & Tim) - QWILFISH Lv5, URSARING Lv5
#208 (Worker Mickey) - EXEGGUTOR Lv5
#209 (Worker Mickey) - UNOWN Lv5
#210 (Worker Mickey) - STARAPTOR Lv5
#211 (Ace Trainer Mickey) - ALTARIA Lv5
#212 (Ace Trainer Mickey) - CASCOON Lv5
#213 (Ace Trainer Angelica) - HIPPOPOTAS Lv5
#214 (Ace Trainer Angelica) - KABUTOPS Lv5
#215 (Veteran Mickey) - MAGMORTAR Lv5
#216 (Veteran Mickey) - HARIYAMA Lv5
#217 (Psychic Mickey) - WEEPINBELL Lv5
#218 (Psychic Angelica) - BALTOY Lv5
#219 (Dragon Tamer Mickey) - MURKROW Lv5
#220 (Sailor Mickey) - URSARING Lv5
#221 (School Kid Mickey) - SLOWPOKE Lv5
#222 (School Kid Angelica) - PARASECT Lv5
#223 (Young Couple Tara & Tim) - BUDEW Lv5, GIRATINA Lv5
#224 (Ace Trainer Omar) - METAPOD Lv45, UMBREON Lv46, ZAPDOS Lv48
#225 (Ace Trainer Henry) - BIDOOF Lv47, MEOWTH Lv48
#226 (Ace Trainer Mariah) - METAPOD Lv45, BUNEARY Lv46, KECLEON Lv48
#227 (Ace Trainer Sydney) - MISDREAVUS Lv47, ARCEUS Lv48
#228 (Veteran Edgar) - VENOMOTH Lv46, NATU Lv46, BAGON Lv46
#229 (Veteran Clayton) - COMBEE Lv47, MEOWTH Lv47
#230 (Dragon Tamer Ondrej) - PINSIR Lv45, FLYGON Lv47
#231 (Dragon Tamer Clinton) - MAGNETON Lv43, GOLBAT Lv45, METAGROSS Lv47
#232 (Black Belt David) - CARNIVINE Lv35, CHARMELEON Lv37
#233 (Bird Keeper Hana) - EXEGGCUTE Lv45, PORYGON Lv47
#234 (Psychic Bryce) - MAGMAR Lv43, WEAVILE Lv46, GOLEM Lv46
#235 (Psychic Valencia) - NINETALES Lv44, LATIAS Lv45, PLUSLE Lv46
#236 (Double Team Jo & Pat) - SKARMORY Lv50, MAGCARGO Lv50
#237 (Double Team Al & Kay) - LUCARIO Lv50, GALLADE Lv50
#238 (Youngster Mickey) - WINGULL Lv5
#239 (Lass Angelica) - PIPLUP Lv5
#240 (Veteran Grant) - BANETTE Lv34, KRICKETOT Lv34, KAKUNA Lv34
#241 (Fisherman Mickey) - LUCARIO Lv5
#242 (Sailor Mickey) - EXEGGUTOR Lv5
#243 (Beauty Angelica) - DIGLETT Lv5
#244 (Youngster Jonathon) - PUPITAR Lv11
#245 (Youngster Darius) - GASTRODON Lv9, EXPLOUD Lv9
#246 (Leader Roark) - MISDREAVUS Lv12, DONPHAN Lv12, GENGAR Lv14
#247 ([PK][MN] Trainer Cedric) - ARIADOS Lv7, GARCHOMP Lv9
#248 ([PK][MN] Trainer Cedric) - CATERPIE Lv7, TOXICROAK Lv9
#249 ([PK][MN] Trainer Cedric) - CACTURNE Lv7, STARAPTOR Lv9
#250 (Leader Byron) - CHIMCHAR Lv37, WARTORTLE Lv38, RATICATE Lv41
#251 (Ace Trainer Angelica) - BLASTOISE Lv5
#252 (Camper Mickey) - TREECKO Lv5
#253 (Camper Mickey) - DONPHAN Lv5
#254 (Camper Mickey) - PORYGON2 Lv5
#255 (Camper Mickey) - BAYLEEF Lv5
#256 (Worker Jackson) - DELCATTY Lv34, GARCHOMP Lv34, PICHU Lv34
#257 (Worker Gary) - CASCOON Lv37
#258 (Black Belt Philip) - ARBOK Lv40
#259 (Aroma Lady Jenna) - SKIPLOOM Lv15, PHIONE Lv16, MISDREAVUS Lv17
#260 (Aroma Lady Angela) - SHROOMISH Lv19
#261 (Elite Four Aaron) - VENUSAUR Lv49, POLIWRATH Lv49, LICKILICKY Lv50, SLOWKING Lv51, GRANBULL Lv53
#262 (Elite Four Bertha) - RAICHU Lv50, ENTEI Lv53, RELICANTH Lv52, BANETTE Lv52, HUNTAIL Lv55
#263 (Elite Four Flint) - ELECTIVIRE Lv52, MANTINE Lv55, LICKILICKY Lv53, LAPRAS Lv55, JUMPLUFF Lv57
#264 (Elite Four Lucian) - FLOATZEL Lv53, FLAREON Lv55, CHARIZARD Lv54, CRESSELIA Lv56, SABLEYE Lv59
#265 (Camper Curtis) - BELDUM Lv7, CHIMECHO Lv7
#266 (Camper Drew) - TAILLOW Lv27, BUNEARY Lv27, TAUROS Lv27
#267 (Champion Cynthia) - MANAPHY Lv58, WALREIN Lv58, GOLDUCK Lv60, NIDOQUEEN Lv60, FERALIGATR Lv58, LUCARIO Lv62
#268 (Ace Trainer Sergio) - MAKUHITA Lv41, TOXICROAK Lv42
#269 (Ace Trainer Isaiah) - MAGNEMITE Lv44
#270 (Ace Trainer Savannah) - TOGETIC Lv39, WURMPLE Lv40, SPINARAK Lv42
#271 (Ace Trainer Alicia) - KINGLER Lv40, PELIPPER Lv43
#272 (Collector Douglas) - FORRETRESS Lv24, MONFERNO Lv24, WEEPINBELL Lv24
#273 (Collector Brady) - DEWGONG Lv21, BUTTERFREE Lv21, MEOWTH Lv21, KECLEON Lv21, TAILLOW Lv21, IGGLYBUFF Lv21
#274 (Collector Ivan) - GALLADE Lv35
#275 (Collector Fernando) - INFERNAPE Lv25
#276 (Collector Edwin) - KRICKETOT Lv25
#277 (Dragon Tamer Hayden) - CACTURNE Lv56, DUSKNOIR Lv56
#278 (Ace Trainer Dennis) - ANORITH Lv24, HORSEA Lv24, RELICANTH Lv25
#279 (Ace Trainer Cesar) - SURSKIT Lv40
#280 (Ace Trainer Allen) - URSARING Lv21, DRAPION Lv22, GIRAFARIG Lv24
#281 (Ace Trainer Zachery) - DUSTOX Lv47, ODDISH Lv48
#282 (Ace Trainer Ruben) - BIBAREL Lv56, PORYGON-Z Lv57
#283 (Ace Trainer Breanna) - LEAFEON Lv35, BONSLY Lv36, TANGROWTH Lv38
#284 (Ace Trainer Catherine) - NINETALES Lv23, DUGTRIO Lv24
#285 (Ace Trainer Destiny) - SHIELDON Lv47, VAPOREON Lv48
#286 (Ace Trainer Jamie) - AZUMARILL Lv60
#287 (Ace Trainer Maya) - FROSLASS Lv24, MARILL Lv24, BELDUM Lv25
#288 (Psychic Maxwell) - CORSOLA Lv58, CRAWDAUNT Lv54
#289 (Psychic Brittney) - WHISCASH Lv55, DODRIO Lv57
#290 (Belle \and Pa Ava & Matt) - ODDISH Lv24, SOLROCK Lv24
#291 (Rancher Mickey) - WOBBUFFET Lv5
#292 (Rancher Marco) - TOGEKISS Lv24
#293 (Fisherman Erick) - GRAVELER Lv28, GOLDEEN Lv31, MAGMAR Lv31
#294 (Twins Emma & Lil) - ARTICUNO Lv22, AZELF Lv22
#295 (Commander Mars) - LINOONE Lv15, KRICKETUNE Lv17
#296 (Galactic Grunt) - FLOATZEL Lv13
#297 (Galactic Grunt) - NIDORAN♂ Lv11, CASTFORM Lv11
#298 (Galactic Grunt) - GRIMER Lv13
#299 (Galactic Grunt) - KRICKETOT Lv11, NUZLEAF Lv11
#300 (Guitarist Tony) - MANAPHY Lv33, MIME JR. Lv33
#301 (Guitarist Jerry) - TANGROWTH Lv44, GEODUDE Lv44, LUGIA Lv44
#302 (Guitarist Preston) - VULPIX Lv45, WOOPER Lv45
#303 (Guitarist Lonnie) - SEAKING Lv47
#304 (Ruin Maniac Calvin) - IGGLYBUFF Lv23, MANKEY Lv23
#305 (Ruin Maniac Larry) - REGICE Lv57
#306 (Jogger Wyatt) - BIDOOF Lv24
#307 (Jogger Craig) - KRICKETOT Lv22, DRIFBLIM Lv24
#308 (Jogger Raul) - ELECTRIKE Lv23
#309 (Black Belt Colby) - KECLEON Lv23, REGISTEEL Lv25, GOLDEEN Lv27
#310 (Black Belt Darren) - HEATRAN Lv25, KABUTO Lv25, METAPOD Lv25
#311 (Black Belt Rafael) - CLOYSTER Lv26, POLIWRATH Lv26
#312 (Black Belt Jeffery) - MAGMAR Lv28
#313 (Black Belt Carl) - SCEPTILE Lv55, SLOWBRO Lv59
#314 (Black Belt Ricky) - STARYU Lv38
#315 (Leader Gardenia) - AMBIPOM Lv20, EKANS Lv20, MOLTRES Lv22
#316 (Leader Wake) - AZURILL Lv33, ELECTRODE Lv34, POLIWAG Lv37
#317 (Leader Maylene) - SPIRITOMB Lv28, DUSCLOPS Lv29, KOFFING Lv32
#318 (Leader Fantina) - GLALIE Lv24, EEVEE Lv24, CRADILY Lv26
#319 (Leader Candice) - LATIAS Lv40, PORYGON Lv40, HUNTAIL Lv42, SNEASEL Lv44
#320 (Leader Volkner) - TOTODILE Lv46, CHIKORITA Lv46, NOSEPASS Lv48, SHUCKLE Lv50
#321 (Lass Angelica) - SURSKIT Lv5
#322 (Lass Madeline) - LATIOS Lv8
#323 (Lass Kaitlin) - SANDSHREW Lv4, CHERRIM Lv4, MURKROW Lv4, MASQUERAIN Lv4
#324 (Lass Caroline) - MISDREAVUS Lv17, LUDICOLO Lv17
#325 (Lass Molly) - RAYQUAZA Lv23
#326 (Hiker Louis) - MAMOSWINE Lv14, WORMADAM Lv18
#327 (Parasol Lady Alexa) - BELLOSSOM Lv27, ROSELIA Lv27
#328 (Parasol Lady Sabrina) - SWABLU Lv26, STARYU Lv28
#329 (Picnicker Diana) - SNORUNT Lv9
#330 (Picnicker Cheyenne) - DUNSPARCE Lv28, SURSKIT Lv28
#331 (Poké Kid Meghan) - HITMONTOP Lv42, ANORITH Lv42, ALTARIA Lv42, REGIGIGAS Lv42
#332 (Policeman Danny) - NIDOKING Lv26, QWILFISH Lv28
#333 (Policeman Thomas) - MEDICHAM Lv43, SHINX Lv43
#334 (Rich Boy Mickey) - ELECTRIKE Lv5
#335 (Rich Boy Trey) - CHINCHOU Lv45
#336 (Lady Angelica) - KABUTO Lv5
#337 (Sailor Marc) - DRIFLOON Lv45
#338 (Sailor Skyler) - PURUGLY Lv32, CYNDAQUIL Lv34
#339 (Sailor Damian) - HUNTAIL Lv31, GLALIE Lv31
#340 (School Kid Chance) - BAYLEEF Lv23
#341 (School Kid Forrest) - GALLADE Lv47
#342 (School Kid Harrison) - TOGETIC Lv6
#343 (School Kid Mackenzie) - MISDREAVUS Lv21, RATICATE Lv21
#344 (School Kid Tiera) - EXPLOUD Lv47
#345 (School Kid Christine) - PLUSLE Lv6
#346 (Beauty Cyndy) - NUZLEAF Lv29
#347 (Beauty Angelica) - AZURILL Lv5
#348 (Beauty Lindsay) - KAKUNA Lv19
#349 (Skier Mickey) - SLOWBRO Lv5
#350 (Skier Angelica) - SWAMPERT Lv5
#351 (Swimmer♂ Mickey) - SEEDOT Lv5
#352 (Swimmer♂ Mickey) - LILEEP Lv5
#353 (Swimmer♀ Angelica) - SCIZOR Lv5
#354 (Swimmer♀ Angelica) - GLALIE Lv5
#355 (Youngster Dallas) - TYRANITAR Lv8
#356 (Youngster Sebastian) - SLUGMA Lv8
#357 (Youngster Donny) - ARMALDO Lv20, LUVDISC Lv22
#358 (Tuber Trenton) - CLAMPERL Lv31, CASCOON Lv33
#359 (Tuber Conner) - LOMBRE Lv44
#360 (Tuber Mariel) - CROAGUNK Lv31, JUMPLUFF Lv33
#361 (Tuber Holly) - SQUIRTLE Lv44
#362 (Veteran Armando) - CAMERUPT Lv53, MANTINE Lv53, CHIMECHO Lv56
#363 (Waiter Mickey) - SWABLU Lv5
#364 (Waiter Mickey) - MARILL Lv5
#365 (Waiter Mickey) - SMOOCHUM Lv5
#366 (Waitress Kati) - GASTLY Lv25
#367 (Worker Gerardo) - ELEKID Lv35, BUDEW Lv35
#368 (Interviewers Roxy & Oli) - WAILMER Lv6, KINGDRA Lv6
#369 (Cameraman Tevin) - KINGDRA Lv6
#370 (Reporter Kinsey) - SWINUB Lv6
#371 (Idol Grace) - SHELGON Lv6
#372 (Battle Girl Tyler) - POLITOED Lv38
#373 (Bird Keeper Autumn) - GALLADE Lv54, JUMPLUFF Lv54
#374 ([PK][MN] Breeder Mickey) - AZURILL Lv5
#375 ([PK][MN] Breeder Angelica) - REGIROCK Lv5
#376 (Cameraman Mickey) - MONFERNO Lv5
#377 (Camper Zackary) - BONSLY Lv14
#378 (Camper Lawrence) - LATIAS Lv34, PLUSLE Lv36
#379 (Camper Diego) - HOUNDOUR Lv22
#380 (Camper Parker) - SHINX Lv20, HAUNTER Lv20
#381 (Collector Dean) - LUNATONE Lv27, LILEEP Lv27
#382 (Collector Jamal) - VIGOROTH Lv27
#383 (Collector Terry) - GRUMPIG Lv22
#384 (Pokéfan Mickey) - SLUGMA Lv5
#385 (Pokéfan Angelica) - SNEASEL Lv5
#386 (Dragon Tamer Joe) - JUMPLUFF Lv52, ROSERADE Lv56
#387 (Ace Trainer Mickey) - SUNKERN Lv5
#388 (Ace Trainer Jonah) - EXEGGCUTE Lv35, AMPHAROS Lv36, FROSLASS Lv38
#389 (Ace Trainer Micah) - KANGASKHAN Lv55, FROSLASS Lv56
#390 (Ace Trainer Arthur) - HO-OH Lv54, PRIMEAPE Lv54, TAUROS Lv55
#391 (Ace Trainer Angelica) - KECLEON Lv5
#392 (Ace Trainer Brenda) - STARLY Lv38, CLAYDOL Lv36, INFERNAPE Lv35
#393 (Ace Trainer Brandi) - GALLADE Lv54, NINJASK Lv57
#394 (Ace Trainer Clarice) - MEDICHAM Lv53, SHUCKLE Lv54, ROSERADE Lv56
#395 (Psychic Kody) - TENTACRUEL Lv17
#396 (Psychic Landon) - AMPHAROS Lv53, STARAPTOR Lv55
#397 (Psychic Deandre) - BLISSEY Lv56
#398 (Psychic Rachael) - NIDORINA Lv17
#399 (Psychic Desiree) - MR. MIME Lv54, WALREIN Lv54
#400 (Psychic Kendra) - SHUCKLE Lv52, NINJASK Lv52, RAICHU Lv55
#401 (Fisherman Walter) - TANGROWTH Lv33
#402 (Gentleman Mickey) - QUILAVA Lv5
#403 (Galactic Boss Cyrus) - BIDOOF Lv44, PIPLUP Lv44, NOCTOWL Lv46
#404 (Galactic Boss Cyrus) - LATIOS Lv45, ARBOK Lv47, SEALEO Lv46, PRINPLUP Lv46, WORMADAM Lv48
#405 (Commander Mars) - SPIRITOMB Lv38, SCEPTILE Lv38, DROWZEE Lv40
#406 (Commander Jupiter) - GARDEVOIR Lv21, TOTODILE Lv23
#407 (Commander Jupiter) - MACHOKE Lv44, DRAGONAIR Lv44, BAYLEEF Lv46
#408 (Commander Saturn) - DARKRAI Lv38, CORPHISH Lv38, PIDGEOTTO Lv40
#409 (Commander Saturn) - TANGELA Lv42, DEOXYS Lv42, NIDORAN♂ Lv44
#410 (Galactic Grunt) - URSARING Lv17, PORYGON Lv17
#411 (Galactic Grunt) - LAIRON Lv5
#412 (Galactic Grunt) - PALKIA Lv19
#413 (Galactic Grunt) - DUGTRIO Lv5
#414 (Galactic Grunt) - BELDUM Lv11
#415 (Galactic Grunt) - GOLDEEN Lv11
#416 (Galactic Grunt) - SWELLOW Lv32, RELICANTH Lv30
#417 (Galactic Grunt) - SQUIRTLE Lv37
#418 (Galactic Grunt) - MEW Lv33, MAMOSWINE Lv33, CACTURNE Lv33, SHEDINJA Lv33
#419 (Galactic Grunt) - LANTURN Lv37
#420 (Galactic Grunt) - PERSIAN Lv35, DONPHAN Lv35
#421 (Galactic Grunt) - PORYGON-Z Lv16, CHARMELEON Lv18
#422 (Galactic Grunt) - CASTFORM Lv19
#423 (Galactic Grunt) - SPEAROW Lv16, KINGDRA Lv16, CHARIZARD Lv16
#424 (Galactic Grunt) - MACHOKE Lv5
#425 (Galactic Grunt) - ENTEI Lv35, CORSOLA Lv35
#426 (Galactic Grunt) - LUNATONE Lv33, TYPHLOSION Lv33, ABOMASNOW Lv36
#427 (Galactic Grunt) - VICTREEBEL Lv34, DUGTRIO Lv36
#428 (Galactic Grunt) - STARAPTOR Lv41
#429 (Galactic Grunt) - FLYGON Lv5
#430 (Galactic Grunt) - WEEDLE Lv39, AMPHAROS Lv39
#431 (Guitarist Arturo) - MESPRIT Lv7
#432 (Guitarist Mickey) - SUNFLORA Lv5
#433 (Guitarist Mickey) - GLISCOR Lv5
#434 (Guitarist Mickey) - PIDGEY Lv5
#435 (Guitarist Mickey) - BURMY Lv5
#436 (Guitarist Mickey) - MAKUHITA Lv5
#437 (Idol Angelica) - NOCTOWL Lv5
#438 (Idol Angelica) - CASTFORM Lv5
#439 (Idol Angelica) - SPHEAL Lv5
#440 (Idol Angelica) - TOXICROAK Lv5
#441 (Ruin Maniac Mickey) - CLOYSTER Lv5
